@relation adult_test.data-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute ' fnlwg' numeric
@attribute ' education' {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute ' education-num' numeric
@attribute ' marital-status' {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute ' occupation' {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute ' relationship' {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute ' race' {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute ' sex' {' Male',' Female'}
@attribute ' capital-gain' numeric
@attribute ' capital-loss' numeric
@attribute ' hours-per-week' numeric
@attribute ' native-country' {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute ' class' {' <=50K',' >50K',suspicious}

@data
31,' Private',96245,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
51,' Self-emp-not-inc',138200,' Assoc-acdm',12,' Never-married',' Farming-fishing',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
48,' ?',155509,' 11th',7,' Divorced',' ?',' Unmarried',' Black',' Female',0,0,10,' Haiti',' <=50K'
22,' Local-gov',111697,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
20,' ?',162945,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',235892,' Some-college',10,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,32,' United-States',' <=50K'
28,' Private',86268,' HS-grad',9,' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
21,' Private',254351,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,35,' United-States',' <=50K'
39,' Self-emp-not-inc',360814,' 12th',8,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
22,' Private',125010,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,30,' United-States',' <=50K'
41,' Private',718736,' Some-college',10,' Widowed',' Other-service',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
45,' Private',324655,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Self-emp-not-inc',214288,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',3411,0,80,' United-States',' <=50K'
19,' Private',232060,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,35,' United-States',' <=50K'
40,' Private',33895,' HS-grad',9,' Divorced',' Tech-support',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
38,' ?',54953,' HS-grad',9,' Divorced',' ?',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
27,' Private',226441,' Bachelors',13,' Never-married',' Prof-specialty',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
20,' ?',447210,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
38,' Private',133299,' HS-grad',9,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,55,' United-States',' <=50K'
35,' State-gov',167482,' HS-grad',9,' Never-married',' Protective-serv',' Own-child',' White',' Male',0,1980,40,' United-States',' <=50K'
35,' Private',195946,' Assoc-acdm',12,' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' Thailand',' <=50K'
43,' Private',255586,' HS-grad',9,' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',190457,' 10th',6,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
36,' Private',176536,' Some-college',10,' Separated',' Adm-clerical',' Other-relative',' Amer-Indian-Eskimo',' Female',0,0,42,' United-States',' <=50K'
53,' Private',30846,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',164473,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,38,' United-States',' <=50K'
71,' ?',283889,' HS-grad',9,' Married-spouse-absent',' ?',' Not-in-family',' Black',' Male',0,1816,40,' United-States',' <=50K'
26,' Private',191393,' HS-grad',9,' Never-married',' Adm-clerical',' Unmarried',' Black',' Male',0,1380,40,' United-States',' <=50K'
65,' Private',237024,' 1st-4th',2,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,35,' Mexico',' <=50K'
20,' Private',73266,' Some-college',10,' Never-married',' Transport-moving',' Own-child',' Asian-Pac-Islander',' Male',0,0,40,' United-States',' <=50K'
23,' Private',175778,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,20,' United-States',' <=50K'
31,' Private',31286,' Assoc-voc',11,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
44,' Private',191268,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,43,' United-States',' <=50K'
23,' Private',490645,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',2829,0,42,' United-States',' <=50K'
48,' Private',194526,' Some-college',10,' Married-civ-spouse',' Sales',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',255004,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
27,' Local-gov',67187,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' Amer-Indian-Eskimo',' Female',0,0,33,' United-States',' <=50K'
38,' Self-emp-inc',222532,' Prof-school',15,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
37,' Private',162651,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' Columbia',' <=50K'
35,' Private',126569,' Masters',14,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
24,' Local-gov',38707,' Bachelors',13,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
38,' Private',235638,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
41,' Private',171231,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' Peru',' <=50K'
37,' Self-emp-not-inc',53553,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,75,' United-States',' <=50K'
33,' Private',418645,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
27,' Private',104017,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,1628,50,' United-States',' <=50K'
73,' Private',109651,' HS-grad',9,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
21,' Private',129232,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',225172,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',135033,' 7th-8th',4,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' Ecuador',' <=50K'
71,' Private',159722,' HS-grad',9,' Widowed',' Adm-clerical',' Unmarried',' White',' Female',0,0,25,' United-States',' <=50K'
31,' State-gov',209954,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',213849,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
37,' Private',280549,' Bachelors',13,' Never-married',' Adm-clerical',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',177562,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',3781,0,35,' United-States',' <=50K'
47,' Private',122194,' HS-grad',9,' Divorced',' Craft-repair',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Local-gov',742903,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Local-gov',163320,' Assoc-acdm',12,' Never-married',' Protective-serv',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
18,' ?',210652,' HS-grad',9,' Never-married',' ?',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
57,' Private',289605,' 9th',5,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,1617,35,' United-States',' <=50K'
30,' Local-gov',177828,' Bachelors',13,' Separated',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
50,' State-gov',172962,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',204415,' 11th',7,' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,48,' United-States',' <=50K'
20,' Private',120046,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,25,' United-States',' <=50K'
21,' State-gov',254620,' Some-college',10,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,16,' United-States',' <=50K'
19,' Private',232261,' 9th',5,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',239071,' Bachelors',13,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,46,' United-States',' <=50K'
18,' Private',164571,' HS-grad',9,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',122493,' Assoc-voc',11,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
43,' Local-gov',175935,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',217962,' Some-college',10,' Never-married',' Machine-op-inspct',' Unmarried',' Black',' Male',0,0,40,' ?',' <=50K'
66,' Private',135446,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
21,' Private',140001,' Some-college',10,' Never-married',' Protective-serv',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',168837,' Assoc-voc',11,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,20,' United-States',' <=50K'
38,' Federal-gov',39089,' HS-grad',9,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',6849,0,50,' United-States',' <=50K'
25,' Private',235218,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',219404,' 5th-6th',3,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,48,' Mexico',' <=50K'
18,' Private',211683,' 12th',8,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
31,' Private',203408,' Some-college',10,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
45,' Private',189123,' HS-grad',9,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',201699,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,1628,40,' United-States',' <=50K'
27,' State-gov',38353,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
59,' Private',186479,' Assoc-voc',11,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
53,' Self-emp-inc',167914,' Assoc-acdm',12,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,1876,50,' United-States',' <=50K'
20,' ?',147031,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
68,' Local-gov',159643,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,15,' United-States',' <=50K'
45,' Self-emp-not-inc',216999,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
18,' ?',96244,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,45,' United-States',' <=50K'
28,' Private',230997,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Female',0,0,60,' United-States',' <=50K'
25,' ?',30840,' Some-college',10,' Divorced',' ?',' Unmarried',' White',' Female',0,0,40,' Germany',' <=50K'
31,' ?',183855,' 11th',7,' Never-married',' ?',' Unmarried',' White',' Female',0,0,20,' United-States',' <=50K'
53,' Private',180062,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',113843,' Some-college',10,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
39,' ?',238721,' Bachelors',13,' Divorced',' ?',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
29,' Private',196117,' Bachelors',13,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
38,' Private',52263,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
24,' Private',127159,' Some-college',10,' Never-married',' Other-service',' Other-relative',' White',' Female',0,0,24,' ?',' <=50K'
47,' Private',175600,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
55,' Self-emp-inc',103948,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
20,' Private',32805,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Private',176608,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
34,' Federal-gov',174724,' Assoc-voc',11,' Divorced',' Adm-clerical',' Own-child',' Black',' Female',1831,0,40,' United-States',' <=50K'
21,' Private',133375,' HS-grad',9,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,48,' United-States',' <=50K'
61,' Private',57408,' Bachelors',13,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
23,' Private',204141,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
76,' ?',239900,' HS-grad',9,' Divorced',' ?',' Not-in-family',' White',' Female',0,0,3,' United-States',' <=50K'
29,' Private',334096,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
28,' Private',208608,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,30,' United-States',' <=50K'
63,' ?',316627,' 10th',6,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,10,' United-States',' <=50K'
36,' Private',372525,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
30,' Local-gov',268482,' Some-college',10,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Private',194140,' Some-college',10,' Separated',' Machine-op-inspct',' Unmarried',' Black',' Male',0,0,50,' United-States',' <=50K'
23,' Private',163870,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' ?',' <=50K'
64,' Private',166843,' HS-grad',9,' Widowed',' Other-service',' Other-relative',' White',' Male',0,0,28,' United-States',' <=50K'
34,' Private',93394,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,65,' United-States',' <=50K'
28,' Private',148084,' HS-grad',9,' Never-married',' Handlers-cleaners',' Unmarried',' Black',' Female',0,0,40,' Dominican-Republic',' <=50K'
47,' State-gov',263215,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,80,' United-States',' <=50K'
25,' Private',410009,' Some-college',10,' Never-married',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
27,' Private',269246,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',3464,0,45,' United-States',' <=50K'
55,' Self-emp-inc',197749,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,1573,44,' United-States',' <=50K'
64,' Self-emp-inc',119182,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' Greece',' <=50K'
46,' Private',222011,' Some-college',10,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
44,' Private',240448,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
38,' Private',289653,' Assoc-voc',11,' Widowed',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',161444,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,39,' United-States',' <=50K'
24,' State-gov',105479,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
21,' Private',103031,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
54,' Federal-gov',57679,' HS-grad',9,' Never-married',' Adm-clerical',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
23,' Self-emp-not-inc',47039,' Assoc-voc',11,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',168138,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Private',147638,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' Asian-Pac-Islander',' Female',0,0,40,' Hong',' <=50K'
22,' Private',535027,' Some-college',10,' Never-married',' Transport-moving',' Unmarried',' Black',' Male',0,0,15,' United-States',' <=50K'
30,' Private',226535,' HS-grad',9,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',4865,0,40,' United-States',' <=50K'
75,' Private',100301,' 10th',6,' Widowed',' Other-service',' Not-in-family',' White',' Female',0,0,15,' United-States',' <=50K'
17,' Private',187879,' 9th',5,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
38,' Private',374983,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
58,' Private',292710,' Assoc-acdm',12,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,36,' United-States',' <=50K'
42,' Private',275677,' Assoc-voc',11,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
18,' Private',86150,' HS-grad',9,' Never-married',' Exec-managerial',' Own-child',' Asian-Pac-Islander',' Female',0,0,15,' United-States',' <=50K'
29,' Private',39388,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Self-emp-not-inc',110622,' Bachelors',13,' Divorced',' Sales',' Unmarried',' Asian-Pac-Islander',' Female',0,0,8,' South',' <=50K'
20,' Private',203914,' 12th',8,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
37,' Private',258289,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',184569,' HS-grad',9,' Never-married',' Handlers-cleaners',' Other-relative',' White',' Male',0,0,45,' United-States',' <=50K'
47,' Private',186539,' Some-college',10,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,10,' United-States',' <=50K'
46,' Private',209739,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,46,' United-States',' <=50K'
81,' Self-emp-not-inc',184762,' Some-college',10,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,25,' Greece',' <=50K'
66,' Private',242589,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,34,' United-States',' <=50K'
18,' Private',150675,' 10th',6,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
63,' Private',85420,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,10,' United-States',' <=50K'
28,' Private',202206,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,50,' Puerto-Rico',' <=50K'
20,' Private',361138,' HS-grad',9,' Never-married',' Sales',' Unmarried',' White',' Male',0,0,45,' United-States',' <=50K'
62,' Private',190384,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,37,' United-States',' <=50K'
25,' Private',131341,' HS-grad',9,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,36,' Cuba',' <=50K'
31,' Private',119033,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
43,' Private',120277,' Some-college',10,' Divorced',' Sales',' Unmarried',' White',' Male',0,0,55,' United-States',' <=50K'
24,' Private',446647,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
28,' Private',203171,' Some-college',10,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',282313,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
40,' Local-gov',104235,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,2051,30,' United-States',' <=50K'
24,' Private',200207,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
66,' ?',231315,' Assoc-acdm',12,' Widowed',' ?',' Unmarried',' White',' Female',0,0,3,' United-States',' <=50K'
64,' Self-emp-not-inc',280508,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
21,' Private',55465,' 10th',6,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
21,' Local-gov',211385,' 11th',7,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,25,' United-States',' <=50K'
45,' Self-emp-not-inc',105838,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
24,' Private',84319,' Some-college',10,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Private',193871,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,38,' United-States',' <=50K'
27,' Private',110663,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
45,' Private',160703,' Masters',14,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
79,' ?',23275,' 10th',6,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
36,' Private',243409,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
24,' Private',199426,' Bachelors',13,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
33,' Private',241697,' Some-college',10,' Married-spouse-absent',' Sales',' Unmarried',' Amer-Indian-Eskimo',' Male',0,1602,40,' United-States',' <=50K'
30,' Private',169002,' Assoc-voc',11,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
18,' ?',221312,' Some-college',10,' Never-married',' ?',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Private',339025,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' Asian-Pac-Islander',' Male',0,1579,40,' Vietnam',' <=50K'
20,' Private',129240,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
35,' Private',28572,' 11th',7,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
18,' Private',110230,' 11th',7,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,5,' United-States',' <=50K'
58,' Private',77498,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
62,' Private',67320,' HS-grad',9,' Widowed',' Other-service',' Other-relative',' Black',' Female',0,0,40,' United-States',' <=50K'
28,' Private',161155,' Some-college',10,' Never-married',' Craft-repair',' Unmarried',' White',' Male',0,0,48,' United-States',' <=50K'
35,' Private',67317,' Assoc-acdm',12,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
18,' Private',54639,' HS-grad',9,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',148069,' Assoc-voc',11,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
32,' ?',78374,' Bachelors',13,' Never-married',' ?',' Not-in-family',' Asian-Pac-Islander',' Female',0,0,1,' United-States',' <=50K'
66,' Private',146810,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,24,' United-States',' <=50K'
40,' Self-emp-not-inc',814850,' 9th',5,' Divorced',' Other-service',' Not-in-family',' Amer-Indian-Eskimo',' Female',0,0,20,' United-States',' <=50K'
24,' Private',225739,' Some-college',10,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',124827,' 10th',6,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,80,' United-States',' <=50K'
51,' Local-gov',164300,' HS-grad',9,' Separated',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' Puerto-Rico',' <=50K'
36,' Private',116546,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Self-emp-not-inc',159623,' Some-college',10,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
